borough_gss,borough_name,year,metric,value,source,geography_native,notes
E09000002,Barking and Dagenham,2015,wellbeing_anxiety,2.84,ONS personal well-being estimates by local authority (time series v4),borough,"Anxiety, mean rating 0-10, financial year 2015-16 assigned to start year; higher_is_worse; 95% CI 2.47-3.2"
E09000002,Barking and Dagenham,2015,wellbeing_happiness,7.45,ONS personal well-being estimates by local authority (time series v4),borough,"Happiness, mean rating 0-10, financial year 2015-16 assigned to start year; higher_is_better; 95% CI 7.22-7.67"
E09000002,Barking and Dagenham,2015,wellbeing_life_satisfaction,7.45,ONS personal well-being estimates by local authority (time series v4),borough,"Life satisfaction, mean rating 0-10, financial year 2015-16 assigned to start year; higher_is_better; 95% CI 7.23-7.67"
E09000002,Barking and Dagenham,2015,wellbeing_worthwhile,7.81,ONS personal well-being estimates by local authority (time series v4),borough,"Worthwhile, mean rating 0-10, financial year 2015-16 assigned to start year; higher_is_better; 95% CI 7.64-7.99"
E09000002,Barking and Dagenham,2016,wellbeing_anxiety,3.02,ONS personal well-being estimates by local authority (time series v4),borough,"Anxiety, mean rating 0-10, financial year 2016-17 assigned to start year; higher_is_worse; 95% CI 2.71-3.34"
E09000002,Barking and Dagenham,2016,wellbeing_happiness,7.38,ONS personal well-being estimates by local authority (time series v4),borough,"Happiness, mean rating 0-10, financial year 2016-17 assigned to start year; higher_is_better; 95% CI 7.14-7.62"
E09000002,Barking and Dagenham,2016,wellbeing_life_satisfaction,7.49,ONS personal well-being estimates by local authority (time series v4),borough,"Life satisfaction, mean rating 0-10, financial year 2016-17 assigned to start year; higher_is_better; 95% CI 7.29-7.7"
E09000002,Barking and Dagenham,2016,wellbeing_worthwhile,7.74,ONS personal well-being estimates by local authority (time series v4),borough,"Worthwhile, mean rating 0-10, financial year 2016-17 assigned to start year; higher_is_better; 95% CI 7.54-7.94"
E09000002,Barking and Dagenham,2017,wellbeing_anxiety,2.84,ONS personal well-being estimates by local authority (time series v4),borough,"Anxiety, mean rating 0-10, financial year 2017-18 assigned to start year; higher_is_worse; 95% CI 2.49-3.2"
E09000002,Barking and Dagenham,2017,wellbeing_happiness,7.61,ONS personal well-being estimates by local authority (time series v4),borough,"Happiness, mean rating 0-10, financial year 2017-18 assigned to start year; higher_is_better; 95% CI 7.36-7.86"
E09000002,Barking and Dagenham,2017,wellbeing_life_satisfaction,7.66,ONS personal well-being estimates by local authority (time series v4),borough,"Life satisfaction, mean rating 0-10, financial year 2017-18 assigned to start year; higher_is_better; 95% CI 7.42-7.9"
E09000002,Barking and Dagenham,2017,wellbeing_worthwhile,7.95,ONS personal well-being estimates by local authority (time series v4),borough,"Worthwhile, mean rating 0-10, financial year 2017-18 assigned to start year; higher_is_better; 95% CI 7.74-8.17"
E09000002,Barking and Dagenham,2018,wellbeing_anxiety,2.82,ONS personal well-being estimates by local authority (time series v4),borough,"Anxiety, mean rating 0-10, financial year 2018-19 assigned to start year; higher_is_worse; 95% CI 2.49-3.14"
E09000002,Barking and Dagenham,2018,wellbeing_happiness,7.67,ONS personal well-being estimates by local authority (time series v4),borough,"Happiness, mean rating 0-10, financial year 2018-19 assigned to start year; higher_is_better; 95% CI 7.42-7.91"
E09000002,Barking and Dagenham,2018,wellbeing_life_satisfaction,7.52,ONS personal well-being estimates by local authority (time series v4),borough,"Life satisfaction, mean rating 0-10, financial year 2018-19 assigned to start year; higher_is_better; 95% CI 7.29-7.74"
E09000002,Barking and Dagenham,2018,wellbeing_worthwhile,7.88,ONS personal well-being estimates by local authority (time series v4),borough,"Worthwhile, mean rating 0-10, financial year 2018-19 assigned to start year; higher_is_better; 95% CI 7.68-8.08"
E09000002,Barking and Dagenham,2019,wellbeing_anxiety,2.93,ONS personal well-being estimates by local authority (time series v4),borough,"Anxiety, mean rating 0-10, financial year 2019-20 assigned to start year; higher_is_worse; 95% CI 2.54-3.33"
E09000002,Barking and Dagenham,2019,wellbeing_happiness,7.41,ONS personal well-being estimates by local authority (time series v4),borough,"Happiness, mean rating 0-10, financial year 2019-20 assigned to start year; higher_is_better; 95% CI 7.11-7.72"
E09000002,Barking and Dagenham,2019,wellbeing_life_satisfaction,7.31,ONS personal well-being estimates by local authority (time series v4),borough,"Life satisfaction, mean rating 0-10, financial year 2019-20 assigned to start year; higher_is_better; 95% CI 7.03-7.58"
E09000002,Barking and Dagenham,2019,wellbeing_worthwhile,7.72,ONS personal well-being estimates by local authority (time series v4),borough,"Worthwhile, mean rating 0-10, financial year 2019-20 assigned to start year; higher_is_better; 95% CI 7.47-7.96"
E09000002,Barking and Dagenham,2020,wellbeing_anxiety,3.17,ONS personal well-being estimates by local authority (time series v4),borough,"Anxiety, mean rating 0-10, financial year 2020-21 assigned to start year; higher_is_worse; 95% CI 2.64-3.7"
E09000002,Barking and Dagenham,2020,wellbeing_happiness,7.87,ONS personal well-being estimates by local authority (time series v4),borough,"Happiness, mean rating 0-10, financial year 2020-21 assigned to start year; higher_is_better; 95% CI 7.53-8.2"
E09000002,Barking and Dagenham,2020,wellbeing_life_satisfaction,7.35,ONS personal well-being estimates by local authority (time series v4),borough,"Life satisfaction, mean rating 0-10, financial year 2020-21 assigned to start year; higher_is_better; 95% CI 6.98-7.72"
E09000002,Barking and Dagenham,2020,wellbeing_worthwhile,7.84,ONS personal well-being estimates by local authority (time series v4),borough,"Worthwhile, mean rating 0-10, financial year 2020-21 assigned to start year; higher_is_better; 95% CI 7.54-8.14"
E09000002,Barking and Dagenham,2021,wellbeing_anxiety,2.5,ONS personal well-being estimates by local authority (time series v4),borough,"Anxiety, mean rating 0-10, financial year 2021-22 assigned to start year; higher_is_worse; 95% CI 1.99-3.02"
E09000002,Barking and Dagenham,2021,wellbeing_happiness,7.77,ONS personal well-being estimates by local authority (time series v4),borough,"Happiness, mean rating 0-10, financial year 2021-22 assigned to start year; higher_is_better; 95% CI 7.37-8.16"
E09000002,Barking and Dagenham,2021,wellbeing_life_satisfaction,7.6,ONS personal well-being estimates by local authority (time series v4),borough,"Life satisfaction, mean rating 0-10, financial year 2021-22 assigned to start year; higher_is_better; 95% CI 7.3-7.9"
E09000002,Barking and Dagenham,2021,wellbeing_worthwhile,7.82,ONS personal well-being estimates by local authority (time series v4),borough,"Worthwhile, mean rating 0-10, financial year 2021-22 assigned to start year; higher_is_better; 95% CI 7.52-8.11"
E09000002,Barking and Dagenham,2022,wellbeing_anxiety,2.98,ONS personal well-being estimates by local authority (time series v4),borough,"Anxiety, mean rating 0-10, financial year 2022-23 assigned to start year; higher_is_worse; 95% CI 2.35-3.6"
E09000002,Barking and Dagenham,2022,wellbeing_happiness,7.48,ONS personal well-being estimates by local authority (time series v4),borough,"Happiness, mean rating 0-10, financial year 2022-23 assigned to start year; higher_is_better; 95% CI 7.15-7.81"
E09000002,Barking and Dagenham,2022,wellbeing_life_satisfaction,7.48,ONS personal well-being estimates by local authority (time series v4),borough,"Life satisfaction, mean rating 0-10, financial year 2022-23 assigned to start year; higher_is_better; 95% CI 7.21-7.75"
E09000002,Barking and Dagenham,2022,wellbeing_worthwhile,7.9,ONS personal well-being estimates by local authority (time series v4),borough,"Worthwhile, mean rating 0-10, financial year 2022-23 assigned to start year; higher_is_better; 95% CI 7.52-8.29"
E09000003,Barnet,2011,wellbeing_anxiety,3.41,ONS personal well-being estimates by local authority (time series v4),borough,"Anxiety, mean rating 0-10, financial year 2011-12 assigned to start year; higher_is_worse; 95% CI 3.03-3.8"
E09000003,Barnet,2011,wellbeing_happiness,7.26,ONS personal well-being estimates by local authority (time series v4),borough,"Happiness, mean rating 0-10, financial year 2011-12 assigned to start year; higher_is_better; 95% CI 6.99-7.52"
E09000003,Barnet,2011,wellbeing_life_satisfaction,7.43,ONS personal well-being estimates by local authority (time series v4),borough,"Life satisfaction, mean rating 0-10, financial year 2011-12 assigned to start year; higher_is_better; 95% CI 7.18-7.68"
E09000003,Barnet,2011,wellbeing_worthwhile,7.7,ONS personal well-being estimates by local authority (time series v4),borough,"Worthwhile, mean rating 0-10, financial year 2011-12 assigned to start year; higher_is_better; 95% CI 7.48-7.92"
E09000003,Barnet,2012,wellbeing_anxiety,2.74,ONS personal well-being estimates by local authority (time series v4),borough,"Anxiety, mean rating 0-10, financial year 2012-13 assigned to start year; higher_is_worse; 95% CI 2.44-3.04"
E09000003,Barnet,2012,wellbeing_happiness,7.23,ONS personal well-being estimates by local authority (time series v4),borough,"Happiness, mean rating 0-10, financial year 2012-13 assigned to start year; higher_is_better; 95% CI 7.03-7.44"
E09000003,Barnet,2012,wellbeing_life_satisfaction,7.28,ONS personal well-being estimates by local authority (time series v4),borough,"Life satisfaction, mean rating 0-10, financial year 2012-13 assigned to start year; higher_is_better; 95% CI 7.12-7.45"
E09000003,Barnet,2012,wellbeing_worthwhile,7.74,ONS personal well-being estimates by local authority (time series v4),borough,"Worthwhile, mean rating 0-10, financial year 2012-13 assigned to start year; higher_is_better; 95% CI 7.58-7.9"
E09000003,Barnet,2013,wellbeing_anxiety,2.6,ONS personal well-being estimates by local authority (time series v4),borough,"Anxiety, mean rating 0-10, financial year 2013-14 assigned to start year; higher_is_worse; 95% CI 2.32-2.89"
E09000003,Barnet,2013,wellbeing_happiness,7.53,ONS personal well-being estimates by local authority (time series v4),borough,"Happiness, mean rating 0-10, financial year 2013-14 assigned to start year; higher_is_better; 95% CI 7.32-7.74"
E09000003,Barnet,2013,wellbeing_life_satisfaction,7.4,ONS personal well-being estimates by local authority (time series v4),borough,"Life satisfaction, mean rating 0-10, financial year 2013-14 assigned to start year; higher_is_better; 95% CI 7.22-7.58"
E09000003,Barnet,2013,wellbeing_worthwhile,7.7,ONS personal well-being estimates by local authority (time series v4),borough,"Worthwhile, mean rating 0-10, financial year 2013-14 assigned to start year; higher_is_better; 95% CI 7.51-7.89"
E09000003,Barnet,2014,wellbeing_anxiety,2.37,ONS personal well-being estimates by local authority (time series v4),borough,"Anxiety, mean rating 0-10, financial year 2014-15 assigned to start year; higher_is_worse; 95% CI 2.08-2.65"
E09000003,Barnet,2014,wellbeing_happiness,7.44,ONS personal well-being estimates by local authority (time series v4),borough,"Happiness, mean rating 0-10, financial year 2014-15 assigned to start year; higher_is_better; 95% CI 7.22-7.66"
E09000003,Barnet,2014,wellbeing_life_satisfaction,7.54,ONS personal well-being estimates by local authority (time series v4),borough,"Life satisfaction, mean rating 0-10, financial year 2014-15 assigned to start year; higher_is_better; 95% CI 7.37-7.71"
E09000003,Barnet,2014,wellbeing_worthwhile,7.92,ONS personal well-being estimates by local authority (time series v4),borough,"Worthwhile, mean rating 0-10, financial year 2014-15 assigned to start year; higher_is_better; 95% CI 7.76-8.09"
E09000003,Barnet,2015,wellbeing_anxiety,2.49,ONS personal well-being estimates by local authority (time series v4),borough,"Anxiety, mean rating 0-10, financial year 2015-16 assigned to start year; higher_is_worse; 95% CI 2.21-2.78"
E09000003,Barnet,2015,wellbeing_happiness,7.62,ONS personal well-being estimates by local authority (time series v4),borough,"Happiness, mean rating 0-10, financial year 2015-16 assigned to start year; higher_is_better; 95% CI 7.42-7.82"
E09000003,Barnet,2015,wellbeing_life_satisfaction,7.53,ONS personal well-being estimates by local authority (time series v4),borough,"Life satisfaction, mean rating 0-10, financial year 2015-16 assigned to start year; higher_is_better; 95% CI 7.35-7.72"
E09000003,Barnet,2015,wellbeing_worthwhile,7.92,ONS personal well-being estimates by local authority (time series v4),borough,"Worthwhile, mean rating 0-10, financial year 2015-16 assigned to start year; higher_is_better; 95% CI 7.75-8.08"
E09000003,Barnet,2016,wellbeing_anxiety,3.09,ONS personal well-being estimates by local authority (time series v4),borough,"Anxiety, mean rating 0-10, financial year 2016-17 assigned to start year; higher_is_worse; 95% CI 2.78-3.41"
E09000003,Barnet,2016,wellbeing_happiness,7.62,ONS personal well-being estimates by local authority (time series v4),borough,"Happiness, mean rating 0-10, financial year 2016-17 assigned to start year; higher_is_better; 95% CI 7.41-7.83"
E09000003,Barnet,2016,wellbeing_life_satisfaction,7.47,ONS personal well-being estimates by local authority (time series v4),borough,"Life satisfaction, mean rating 0-10, financial year 2016-17 assigned to start year; higher_is_better; 95% CI 7.24-7.7"
E09000003,Barnet,2016,wellbeing_worthwhile,7.83,ONS personal well-being estimates by local authority (time series v4),borough,"Worthwhile, mean rating 0-10, financial year 2016-17 assigned to start year; higher_is_better; 95% CI 7.63-8.04"
E09000003,Barnet,2017,wellbeing_anxiety,2.78,ONS personal well-being estimates by local authority (time series v4),borough,"Anxiety, mean rating 0-10, financial year 2017-18 assigned to start year; higher_is_worse; 95% CI 2.47-3.09"
E09000003,Barnet,2017,wellbeing_happiness,7.38,ONS personal well-being estimates by local authority (time series v4),borough,"Happiness, mean rating 0-10, financial year 2017-18 assigned to start year; higher_is_better; 95% CI 7.12-7.65"
E09000003,Barnet,2017,wellbeing_life_satisfaction,7.63,ONS personal well-being estimates by local authority (time series v4),borough,"Life satisfaction, mean rating 0-10, financial year 2017-18 assigned to start year; higher_is_better; 95% CI 7.4-7.87"
E09000003,Barnet,2017,wellbeing_worthwhile,7.86,ONS personal well-being estimates by local authority (time series v4),borough,"Worthwhile, mean rating 0-10, financial year 2017-18 assigned to start year; higher_is_better; 95% CI 7.61-8.1"
E09000003,Barnet,2018,wellbeing_anxiety,3.19,ONS personal well-being estimates by local authority (time series v4),borough,"Anxiety, mean rating 0-10, financial year 2018-19 assigned to start year; higher_is_worse; 95% CI 2.83-3.55"
E09000003,Barnet,2018,wellbeing_happiness,7.44,ONS personal well-being estimates by local authority (time series v4),borough,"Happiness, mean rating 0-10, financial year 2018-19 assigned to start year; higher_is_better; 95% CI 7.2-7.68"
E09000003,Barnet,2018,wellbeing_life_satisfaction,7.55,ONS personal well-being estimates by local authority (time series v4),borough,"Life satisfaction, mean rating 0-10, financial year 2018-19 assigned to start year; higher_is_better; 95% CI 7.33-7.78"
E09000003,Barnet,2018,wellbeing_worthwhile,7.68,ONS personal well-being estimates by local authority (time series v4),borough,"Worthwhile, mean rating 0-10, financial year 2018-19 assigned to start year; higher_is_better; 95% CI 7.45-7.9"
E09000003,Barnet,2019,wellbeing_anxiety,3.19,ONS personal well-being estimates by local authority (time series v4),borough,"Anxiety, mean rating 0-10, financial year 2019-20 assigned to start year; higher_is_worse; 95% CI 2.85-3.54"
E09000003,Barnet,2019,wellbeing_happiness,7.43,ONS personal well-being estimates by local authority (time series v4),borough,"Happiness, mean rating 0-10, financial year 2019-20 assigned to start year; higher_is_better; 95% CI 7.16-7.71"
E09000003,Barnet,2019,wellbeing_life_satisfaction,7.58,ONS personal well-being estimates by local authority (time series v4),borough,"Life satisfaction, mean rating 0-10, financial year 2019-20 assigned to start year; higher_is_better; 95% CI 7.36-7.8"
E09000003,Barnet,2019,wellbeing_worthwhile,7.84,ONS personal well-being estimates by local authority (time series v4),borough,"Worthwhile, mean rating 0-10, financial year 2019-20 assigned to start year; higher_is_better; 95% CI 7.62-8.06"
E09000003,Barnet,2020,wellbeing_anxiety,3.2,ONS personal well-being estimates by local authority (time series v4),borough,"Anxiety, mean rating 0-10, financial year 2020-21 assigned to start year; higher_is_worse; 95% CI 2.84-3.56"
E09000003,Barnet,2020,wellbeing_happiness,7.23,ONS personal well-being estimates by local authority (time series v4),borough,"Happiness, mean rating 0-10, financial year 2020-21 assigned to start year; higher_is_better; 95% CI 6.93-7.53"
E09000003,Barnet,2020,wellbeing_life_satisfaction,7.3,ONS personal well-being estimates by local authority (time series v4),borough,"Life satisfaction, mean rating 0-10, financial year 2020-21 assigned to start year; higher_is_better; 95% CI 7.07-7.53"
E09000003,Barnet,2020,wellbeing_worthwhile,7.58,ONS personal well-being estimates by local authority (time series v4),borough,"Worthwhile, mean rating 0-10, financial year 2020-21 assigned to start year; higher_is_better; 95% CI 7.34-7.82"
E09000003,Barnet,2021,wellbeing_anxiety,3.07,ONS personal well-being estimates by local authority (time series v4),borough,"Anxiety, mean rating 0-10, financial year 2021-22 assigned to start year; higher_is_worse; 95% CI 2.69-3.46"
E09000003,Barnet,2021,wellbeing_happiness,7.47,ONS personal well-being estimates by local authority (time series v4),borough,"Happiness, mean rating 0-10, financial year 2021-22 assigned to start year; higher_is_better; 95% CI 7.19-7.75"
E09000003,Barnet,2021,wellbeing_life_satisfaction,7.36,ONS personal well-being estimates by local authority (time series v4),borough,"Life satisfaction, mean rating 0-10, financial year 2021-22 assigned to start year; higher_is_better; 95% CI 7.12-7.6"
E09000003,Barnet,2021,wellbeing_worthwhile,7.7,ONS personal well-being estimates by local authority (time series v4),borough,"Worthwhile, mean rating 0-10, financial year 2021-22 assigned to start year; higher_is_better; 95% CI 7.45-7.94"
E09000003,Barnet,2022,wellbeing_anxiety,3.33,ONS personal well-being estimates by local authority (time series v4),borough,"Anxiety, mean rating 0-10, financial year 2022-23 assigned to start year; higher_is_worse; 95% CI 2.78-3.89"
E09000003,Barnet,2022,wellbeing_happiness,6.95,ONS personal well-being estimates by local authority (time series v4),borough,"Happiness, mean rating 0-10, financial year 2022-23 assigned to start year; higher_is_better; 95% CI 6.6-7.31"
E09000003,Barnet,2022,wellbeing_life_satisfaction,6.95,ONS personal well-being estimates by local authority (time series v4),borough,"Life satisfaction, mean rating 0-10, financial year 2022-23 assigned to start year; higher_is_better; 95% CI 6.54-7.35"
E09000003,Barnet,2022,wellbeing_worthwhile,7.44,ONS personal well-being estimates by local authority (time series v4),borough,"Worthwhile, mean rating 0-10, financial year 2022-23 assigned to start year; higher_is_better; 95% CI 6.99-7.89"
E09000004,Bexley,2011,wellbeing_anxiety,3.07,ONS personal well-being estimates by local authority (time series v4),borough,"Anxiety, mean rating 0-10, financial year 2011-12 assigned to start year; higher_is_worse; 95% CI 2.77-3.36"
E09000004,Bexley,2011,wellbeing_happiness,7.22,ONS personal well-being estimates by local authority (time series v4),borough,"Happiness, mean rating 0-10, financial year 2011-12 assigned to start year; higher_is_better; 95% CI 6.99-7.44"
E09000004,Bexley,2011,wellbeing_life_satisfaction,7.42,ONS personal well-being estimates by local authority (time series v4),borough,"Life satisfaction, mean rating 0-10, financial year 2011-12 assigned to start year; higher_is_better; 95% CI 7.24-7.61"
E09000004,Bexley,2011,wellbeing_worthwhile,7.68,ONS personal well-being estimates by local authority (time series v4),borough,"Worthwhile, mean rating 0-10, financial year 2011-12 assigned to start year; higher_is_better; 95% CI 7.51-7.85"
E09000004,Bexley,2012,wellbeing_anxiety,3.24,ONS personal well-being estimates by local authority (time series v4),borough,"Anxiety, mean rating 0-10, financial year 2012-13 assigned to start year; higher_is_worse; 95% CI 2.94-3.54"
E09000004,Bexley,2012,wellbeing_happiness,7.18,ONS personal well-being estimates by local authority (time series v4),borough,"Happiness, mean rating 0-10, financial year 2012-13 assigned to start year; higher_is_better; 95% CI 6.94-7.42"
E09000004,Bexley,2012,wellbeing_life_satisfaction,7.42,ONS personal well-being estimates by local authority (time series v4),borough,"Life satisfaction, mean rating 0-10, financial year 2012-13 assigned to start year; higher_is_better; 95% CI 7.22-7.61"
E09000004,Bexley,2012,wellbeing_worthwhile,7.75,ONS personal well-being estimates by local authority (time series v4),borough,"Worthwhile, mean rating 0-10, financial year 2012-13 assigned to start year; higher_is_better; 95% CI 7.57-7.92"
E09000004,Bexley,2013,wellbeing_anxiety,3.46,ONS personal well-being estimates by local authority (time series v4),borough,"Anxiety, mean rating 0-10, financial year 2013-14 assigned to start year; higher_is_worse; 95% CI 3.14-3.79"
E09000004,Bexley,2013,wellbeing_happiness,7.3,ONS personal well-being estimates by local authority (time series v4),borough,"Happiness, mean rating 0-10, financial year 2013-14 assigned to start year; higher_is_better; 95% CI 7.08-7.52"
E09000004,Bexley,2013,wellbeing_life_satisfaction,7.28,ONS personal well-being estimates by local authority (time series v4),borough,"Life satisfaction, mean rating 0-10, financial year 2013-14 assigned to start year; higher_is_better; 95% CI 7.08-7.48"
E09000004,Bexley,2013,wellbeing_worthwhile,7.79,ONS personal well-being estimates by local authority (time series v4),borough,"Worthwhile, mean rating 0-10, financial year 2013-14 assigned to start year; higher_is_better; 95% CI 7.62-7.95"
E09000004,Bexley,2014,wellbeing_anxiety,3.16,ONS personal well-being estimates by local authority (time series v4),borough,"Anxiety, mean rating 0-10, financial year 2014-15 assigned to start year; higher_is_worse; 95% CI 2.86-3.47"
E09000004,Bexley,2014,wellbeing_happiness,7.38,ONS personal well-being estimates by local authority (time series v4),borough,"Happiness, mean rating 0-10, financial year 2014-15 assigned to start year; higher_is_better; 95% CI 7.16-7.6"
E09000004,Bexley,2014,wellbeing_life_satisfaction,7.52,ONS personal well-being estimates by local authority (time series v4),borough,"Life satisfaction, mean rating 0-10, financial year 2014-15 assigned to start year; higher_is_better; 95% CI 7.32-7.72"
E09000004,Bexley,2014,wellbeing_worthwhile,7.8,ONS personal well-being estimates by local authority (time series v4),borough,"Worthwhile, mean rating 0-10, financial year 2014-15 assigned to start year; higher_is_better; 95% CI 7.62-7.97"
E09000004,Bexley,2015,wellbeing_anxiety,3.06,ONS personal well-being estimates by local authority (time series v4),borough,"Anxiety, mean rating 0-10, financial year 2015-16 assigned to start year; higher_is_worse; 95% CI 2.73-3.38"
E09000004,Bexley,2015,wellbeing_happiness,7.29,ONS personal well-being estimates by local authority (time series v4),borough,"Happiness, mean rating 0-10, financial year 2015-16 assigned to start year; higher_is_better; 95% CI 7.03-7.56"
E09000004,Bexley,2015,wellbeing_life_satisfaction,7.41,ONS personal well-being estimates by local authority (time series v4),borough,"Life satisfaction, mean rating 0-10, financial year 2015-16 assigned to start year; higher_is_better; 95% CI 7.21-7.61"
E09000004,Bexley,2015,wellbeing_worthwhile,7.79,ONS personal well-being estimates by local authority (time series v4),borough,"Worthwhile, mean rating 0-10, financial year 2015-16 assigned to start year; higher_is_better; 95% CI 7.61-7.97"
E09000004,Bexley,2016,wellbeing_anxiety,3.16,ONS personal well-being estimates by local authority (time series v4),borough,"Anxiety, mean rating 0-10, financial year 2016-17 assigned to start year; higher_is_worse; 95% CI 2.83-3.49"
E09000004,Bexley,2016,wellbeing_happiness,7.46,ONS personal well-being estimates by local authority (time series v4),borough,"Happiness, mean rating 0-10, financial year 2016-17 assigned to start year; higher_is_better; 95% CI 7.22-7.69"
E09000004,Bexley,2016,wellbeing_life_satisfaction,7.45,ONS personal well-being estimates by local authority (time series v4),borough,"Life satisfaction, mean rating 0-10, financial year 2016-17 assigned to start year; higher_is_better; 95% CI 7.26-7.65"
E09000004,Bexley,2016,wellbeing_worthwhile,7.83,ONS personal well-being estimates by local authority (time series v4),borough,"Worthwhile, mean rating 0-10, financial year 2016-17 assigned to start year; higher_is_better; 95% CI 7.64-8.01"
E09000004,Bexley,2017,wellbeing_anxiety,3.04,ONS personal well-being estimates by local authority (time series v4),borough,"Anxiety, mean rating 0-10, financial year 2017-18 assigned to start year; higher_is_worse; 95% CI 2.72-3.36"
E09000004,Bexley,2017,wellbeing_happiness,7.45,ONS personal well-being estimates by local authority (time series v4),borough,"Happiness, mean rating 0-10, financial year 2017-18 assigned to start year; higher_is_better; 95% CI 7.19-7.71"
E09000004,Bexley,2017,wellbeing_life_satisfaction,7.42,ONS personal well-being estimates by local authority (time series v4),borough,"Life satisfaction, mean rating 0-10, financial year 2017-18 assigned to start year; higher_is_better; 95% CI 7.2-7.64"
E09000004,Bexley,2017,wellbeing_worthwhile,7.79,ONS personal well-being estimates by local authority (time series v4),borough,"Worthwhile, mean rating 0-10, financial year 2017-18 assigned to start year; higher_is_better; 95% CI 7.62-7.96"
E09000004,Bexley,2018,wellbeing_anxiety,3.21,ONS personal well-being estimates by local authority (time series v4),borough,"Anxiety, mean rating 0-10, financial year 2018-19 assigned to start year; higher_is_worse; 95% CI 2.86-3.56"
E09000004,Bexley,2018,wellbeing_happiness,7.55,ONS personal well-being estimates by local authority (time series v4),borough,"Happiness, mean rating 0-10, financial year 2018-19 assigned to start year; higher_is_better; 95% CI 7.33-7.77"
E09000004,Bexley,2018,wellbeing_life_satisfaction,7.54,ONS personal well-being estimates by local authority (time series v4),borough,"Life satisfaction, mean rating 0-10, financial year 2018-19 assigned to start year; higher_is_better; 95% CI 7.36-7.73"
